[504976,392015] [528017,366995]
[3995,869039] [37008,859941]
[956993,689981] [989003,702028]
[750942,205997] [764003,238016]
[689984,205013] [721001,189950]
[855992,855001] [876009,826999]
[887991,756087] [922006,748978]
[842997,260000] [878000,259747]
[429997,264932] [465003,267034]
[906999,14223] [942004,11903]
[694970,668989] [717002,696018]
[171964,166998] [193015,195002]
[806997,268076] [842001,260931]
[716790,932003] [718107,895990]
[506971,30977] [539002,47086]
[866931,949000] [869076,912986]
[325760,313000] [326099,276994]
[898922,271996] [907108,307001]
[486995,196056] [518002,177971]
[177986,877017] [190062,842995]
[553998,533008] [571080,500989]
[888990,917056] [925014,910976]
[669984,134965] [705002,145022]
[408927,415985] [416021,452002]
[819976,975986] [854014,990023]
[371996,466031] [409004,463930]
[832977,932987] [866014,949007]
[941967,724014] [956027,689994]
[927915,773991] [930044,811007]
[553997,533997] [562071,570002]
[314916,503985] [323013,540018]
[523943,587996] [527036,625007]
[581957,382004] [602029,350993]
[658001,302991] [626994,323081]
[410993,359966] [440000,383061]
[348989,199031] [386003,192898]
[653020,234988] [645976,272007]
[826988,816001] [848005,784987]
[915994,988007] [932029,953982]
[103917,358989] [120011,393036]
[534973,860940] [566030,883021]
[845958,506999] [865031,540016]
[68913,991002] [82050,954994]
[274996,133937] [312001,144067]
[129963,161966] [155006,191031]
[451952,115994] [463055,153008]
[290995,293016] [326010,276974]
[190998,842069] [230000,841513]
[375996,93014] [415002,85978]
[67966,848007] [91009,815985]
[52949,565998] [76028,598004]
[468951,998002] [498030,970988]
[725982,31981] [749002,65024]
[338987,963034] [379000,955872]
[659981,498984] [687000,529002]
[32992,256038] [74005,253892]
[59994,714997] [63005,756009]
[968994,251966] [986012,290017]
[995800,942003] [999102,899996]
[679991,864007] [696013,824999]
[113920,887017] [130018,846989]
[65981,65031] [96006,33958]
[932996,953964] [969039,978040]
[408969,415019] [440037,383971]
[13990,412995] [62005,426042]
[124993,941980] [172000,968064]
